Cited paper title,Cited paper eid,Citing paper title,Citing paper eid,Cited paper link,Citing paper link
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Authorship and contribution disclosures,2-s2.0-85041892797,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85041892797&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"AutoCloud+, a “universal” physical and statistical model-based 2D spatial topology-preserving software for cloud/cloud–shadow detection in multi-sensor single-date earth observation multi-spectral imagery—Part 1: Systematic ESA EO level 2 product generation at the ground segment as broad context",2-s2.0-85061446352,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85061446352&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Autoencoders in Natural Language Processing: A Comprehensive Review,2-s2.0-105037095576,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105037095576&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Automated crystal system identification from electron diffraction patterns using multiview opinion fusion machine learning,2-s2.0-85176418659,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85176418659&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Automated data-driven discovery of material models based on symbolic regression: A case study on the human brain cortex,2-s2.0-85205435766,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85205435766&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Automated detection of landslide using synergizing dual Graph Convolutional Networks, googlenet, and machine learning techniques",2-s2.0-86000327087,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000327087&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Automating transparent learner profiling through explainable AI,2-s2.0-105022294947,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105022294947&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Avian community responses to variability in river hydrology,2-s2.0-84892388303,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84892388303&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Avoiding and identifying errors in health technology assessment models: Qualitative study and methodological review,2-s2.0-77953435900,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-77953435900&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Awareness, perception, and adoption of ChatGPT in African HEIs: A multi-dimensional analysis",2-s2.0-85217277892,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217277892&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Axiopsychological Differences between Men’s and Women’s Gender Displays in Modern Ukraine,2-s2.0-85139163552,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85139163552&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"BCG-BP-FSNet: A few-shot learning framework for personalized, non-invasive blood pressure prediction based on ballistocardiogram",2-s2.0-105031515849,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105031515849&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,BCI-Inspired Adaptive Agents in Human–Robot Interaction: A Structural Framework for Coordinated Interaction Design,2-s2.0-105034257504,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105034257504&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,BCI: A biophysical composition index for remote sensing of urban environments,2-s2.0-84867025669,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84867025669&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Barley (Hordeum vulgare) in the Okhotsk culture (5th-10th century AD) of northern Japan and the role of cultivated plants in hunter-gatherer economies,2-s2.0-85016281455,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85016281455&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Barriers and Facilitators to Colorectal Cancer Screening in African-American Men,2-s2.0-85103597795,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85103597795&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Barriers and Facilitators to Supportive Care Implementation in Advanced Disease Prostate Cancer Survivors A Theory-Informed Scoping Review,2-s2.0-85137126420,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85137126420&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Barriers and enablers of a formal coach development program: a multi-perspective process evaluation,2-s2.0-105021967312,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105021967312&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Barriers and facilitators to housing and healthcare services for people experiencing homelessness with concurrent brain injury, mental health and substance use disorders: a qualitative study",2-s2.0-105014733906,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105014733906&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Barriers and facilitators to integration of physician associates into the general practice workforce: A grounded theory approach,2-s2.0-85033395772,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85033395772&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Barriers and facilitators to offering palliative care to patients with heart failure: a mixed-methods systematic review using the COM-B model and theoretical domains framework,2-s2.0-105009098163,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105009098163&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Barriers and facilitators to patient uptake and utilisation of digital interventions for the self-management of low back pain: A systematic review of qualitative studies,2-s2.0-85097905113,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85097905113&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Barriers to accessing health care for people with chronic conditions: a qualitative interview study,2-s2.0-85135958331,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85135958331&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Basics of Population Genetics: Quantifying Neutral and Adaptive Genetic Variation for Landscape Genetic Studies,2-s2.0-84987692999,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84987692999&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Bayesian assessment of the expected data impact on prediction confidence in optimal sampling design,2-s2.0-84856862708,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84856862708&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Bayesian integration of longitudinal and survival outcomes in Alzheimer's disease prediction,2-s2.0-105015130592,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105015130592&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Bayesian model selection for the glacial–interglacial cycle,2-s2.0-85017384554,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85017384554&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Be good, communicate, and collaborate: A qualitative analysis of stakeholder perspectives on adding a chiropractor to the multidisciplinary rehabilitation team",2-s2.0-85048927903,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85048927903&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Behavioral Intentions to Use Energy Efficiency Smart Solutions under the Impact of Social Influence: An Extended TAM Approach,2-s2.0-85172940358,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85172940358&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Benefits and limitations of business process model notation in modelling patient healthcare trajectory: A scoping review protocol,2-s2.0-85131218145,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85131218145&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Benthic habitat mapping on the Scotian Shelf based on multibeam bathymetry, surficial geology and sea floor photographs",2-s2.0-0035839782,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-0035839782&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Between empathy and algorithms: Navigating interpersonal dynamics in AI-augmented mental health care- Discursive review,2-s2.0-105027193822,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105027193822&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Beyond Diversity: Focusing on and Enhancing Inclusion in the Society for Epidemiologic Research,2-s2.0-85092680536,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85092680536&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Beyond absolute space: An exploration of relative and relational space in Shanghai using taxi trajectory data,2-s2.0-85105773535,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85105773535&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Beyond sexual partnerships: The lack of condom use during vaginal sex with primary partners,2-s2.0-85030417676,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85030417676&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Beyond the grid: a decade of intelligence, interoperability, and innovation in smart energy networks",2-s2.0-105029045718,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105029045718&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Bibliometric mapping of digital technologies for overcoming barriers to circular economy business model implementation,2-s2.0-105020312237,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105020312237&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Big Data Driven Smart Agriculture: Pathway for Sustainable Development,2-s2.0-85073229809,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85073229809&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Big data analytics: transforming data to action,2-s2.0-85021313582,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85021313582&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Big data and firm marketing performance: Findings from knowledge-based view,2-s2.0-85113910474,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85113910474&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Big data, modeling, simulation, computational platform and holistic approaches for the fourth industrial revolution",2-s2.0-85057629031,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85057629031&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Big multiple sclerosis data network: novel modelling approaches for real-world data analysis,2-s2.0-105021200061,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105021200061&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Bioelectrochemical reactor to manage anthropogenic sulfate pollution for freshwater ecosystems: Mathematical modeling and experimental validation,2-s2.0-85190874442,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85190874442&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Bioengineering ground improvement considering root water uptake model,2-s2.0-74149091000,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-74149091000&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Blockchain Meets Federated Learning in Healthcare: A Systematic Review With Challenges and Opportunities,2-s2.0-85153347594,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85153347594&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Blockchain and Data Management Security for Sustainable Digital Ecosystems: A Systematic Literature Review,2-s2.0-105027062287,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105027062287&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Blockchain technology in healthcare within the global south: mapping the area and developing a research scenario,2-s2.0-105020711231,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105020711231&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Bonded Green Exercise: A One Health Framework for Shared Nature-Based Physical Activity in the Human–Dog Dyad,2-s2.0-105029012160,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105029012160&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Bouncing forward: Families living with a type I diabetic child,2-s2.0-79952925549,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-79952925549&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Br/Cl and I/Cl systematics in the shallow-water hydrothermal system at Milos Island, Hellenic Arc",2-s2.0-84865718501,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84865718501&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Bridging Data Gaps in Healthcare: A Scoping Review of Transfer Learning in Structured Data Analysis,2-s2.0-105015143152,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105015143152&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Bridging digital divides: infrastructure, transparency and mobile compatibility in citizen-centric e-governance across the EU",2-s2.0-105026620025,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105026620025&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Bridging the Siloed Landscape of Health and Wellness Programming in the Military: A Systems Approach to Integration and Communication,2-s2.0-105028304815,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105028304815&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Bridging the gap: Exploring the effect of sustainable product development practices into product sustainability performance in manufacturing companies,2-s2.0-85219298468,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219298468&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Bridging the gap: the mediating effect of cloud-based ERP adoption intention on entrepreneurial orientation and marketing performance in South Indian SMEs,2-s2.0-85192928167,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85192928167&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Bridging waters and power: Hydrosocial territories with socio-natural resilience in China's Great Yangtze River protection programme,2-s2.0-105032245664,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105032245664&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Budget impact analysis on the use of Sysmex PA-100 AST system as a point of care for uncomplicated urinary tract infections detection and treatment in Spanish females,2-s2.0-85208204908,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85208204908&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Building Students' Environmental Awareness through Local Wisdom: A Case Study of Rasulan in Gunung Kidul, Indonesia",2-s2.0-105032760548,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105032760548&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Building a Real-Time Identity Matching System Using Deep Learning and Graph Modeling,2-s2.0-105020831074,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105020831074&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Building performance optimization using cross-domain scenario modeling, Linked data, And complex event processing",2-s2.0-84873893298,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84873893298&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Building relationships through customer engagement in Facebook brand pages,2-s2.0-85076858792,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85076858792&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Business process outsourcing: A strategic review on Indian perspective,2-s2.0-84868034154,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84868034154&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Butterfly genomics eclosing,2-s2.0-38549149194,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-38549149194&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,CARE-AD: a multi-agent large language model framework for Alzheimer’s disease prediction using longitudinal clinical notes,2-s2.0-105013840380,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105013840380&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Cache-Optimized Shared Embedding Space For Seamless Cross-Modal Search,2-s2.0-105036715354,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105036715354&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Calibration and sensitivity analysis of a novel water flow and pollution model for future city planning: Future Urban Stormwater Simulation (FUSS),2-s2.0-85125621775,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85125621775&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Camera-based feature extraction and uncertainty analysis in deep drawing in progressive dies,2-s2.0-105035357407,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105035357407&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Campus Service Use Among Students With Disabilities Who Have Experienced Sexual Violence: A Conceptual Model,2-s2.0-85102454459,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85102454459&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Can board environmental orientation improve U.S. firms' carbon performance? The mediating role of carbon strategy,2-s2.0-85067882465,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85067882465&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Capacity-sharing in logistics solutions: A new pathway towards sustainability,2-s2.0-85050861401,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85050861401&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Capturing Rural–Urban Region (RUR) Assessment through Integrated Conceptual and Geo–Big Data Approaches: A Case Study from Penajam Paser Utara, Neighboring Indonesia’s New Capital (IKN)",2-s2.0-105018675386,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105018675386&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Cascading Pathways From Physical Symptom Burden to Distress in Adults With Cancer,2-s2.0-85205386958,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85205386958&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Catalyzing change in MID3 through globalization, education, and innovation",2-s2.0-105025062449,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105025062449&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Catchment travel time distributions and water flow in soils,2-s2.0-79960895414,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-79960895414&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Catchments of general practice in different countries- a literature review,2-s2.0-84910086926,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84910086926&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Causal Relationships in Longitudinal Observational Data: An Integrative Modeling Approach,2-s2.0-85195597095,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85195597095&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Cell2Spatial is a computational framework that maps single cells to spatial transcriptomic spots to reconstruct tissue architecture,2-s2.0-105022720571,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105022720571&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Challenges for Model-Based Life Cycle Inventories and Impact Assessment in Early to Basic Process Design Stages,2-s2.0-84987784696,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84987784696&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Challenges for developing health-care knowledge in the digital age,2-s2.0-85097294531,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85097294531&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Challenges in clinical translation of polygenic risk score analyses: A systematic review,2-s2.0-105026631255,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105026631255&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Challenges in species tree estimation under the multispecies coalescent model,2-s2.0-85006074190,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85006074190&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Challenges in the simulation of underground hydrogen storage: A review of relative permeability and hysteresis in hydrogen-water system,2-s2.0-85170640020,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85170640020&origin=resultslist
